Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2022,Luke Voit,SDP,72,302,264,58,31,15,0,12,33,40,34,1,99,1,3,0,5,1,0,0.219696969,14811
2022,Kyle Farmer,CIN,77,307,273,71,48,17,0,6,31,46,20,0,48,10,3,1,11,4,2,0.26007326,14813
2022,Mike Yastrzemski,SFG,82,318,272,64,34,20,1,9,42,38,38,0,73,4,4,0,2,3,1,0.235294117,14854
2022,Tony Kemp,OAK,85,319,281,57,44,11,0,2,29,14,26,0,48,6,3,3,4,6,1,0.202846975,14894
2022,Adam Engel,CHW,61,181,168,43,28,12,1,2,24,14,11,1,46,2,0,0,2,9,2,0.25595238,15082
2022,Ryan McMahon,COL,85,355,309,76,51,15,3,7,37,41,41,0,90,4,1,0,2,5,2,0.245954692,15112
2022,Hunter Dozier,KCR,77,309,283,75,45,18,3,9,36,31,23,0,70,3,0,0,7,2,3,0.265017667,15117
2022,Trey Mancini,BAL,83,361,321,89,63,16,1,9,35,37,29,2,76,9,2,0,3,0,0,0.277258566,15149
2022,Mitch Garver,TEX,54,215,188,39,22,7,0,10,23,24,23,0,53,2,2,0,3,1,1,0.207446808,15161
2022,Tim Anderson,CHW,65,291,274,85,68,11,0,6,44,24,12,1,40,5,0,0,8,11,0,0.310218978,15172
2022,Chad Pinder,OAK,62,226,216,52,33,12,0,7,21,25,8,0,75,0,1,1,6,2,0,0.24074074,15191
2022,Adam Frazier,SEA,91,368,334,79,61,14,1,3,38,24,29,1,43,1,3,1,8,3,4,0.236526946,15223
2022,Garrett Cooper,MIA,81,327,290,82,53,21,1,7,28,40,26,0,83,6,5,0,4,0,0,0.28275862,15279
2022,Frank Schwindel,CHC,65,258,240,57,38,11,0,8,22,34,16,1,51,0,2,0,9,0,0,0.2375,15351
2022,Jeff McNeil,NYM,80,309,280,84,60,19,1,4,38,35,23,0,41,5,1,0,3,2,0,0.3,15362
2022,Hunter Renfroe,MIL,59,238,218,53,28,12,0,13,28,29,16,0,61,1,3,0,7,1,1,0.243119266,15464
2022,J.P. Crawford,SEA,82,351,309,82,58,17,2,5,41,25,33,0,49,6,3,0,6,3,1,0.265372168,15491
2022,Amed Rosario,CLE,84,361,340,99,74,16,5,4,52,29,17,0,54,2,2,0,10,9,3,0.29117647,15518
2022,Aaron Judge,NYY,89,389,338,96,49,14,0,33,74,70,44,6,100,1,4,0,12,8,0,0.284023668,15640
2022,Jose Abreu,CHW,90,395,345,105,70,24,0,11,52,46,44,1,58,4,2,0,7,0,0,0.304347826,15676
2022,Rowdy Tellez,MIL,86,344,308,70,35,17,0,18,35,57,30,4,68,5,1,0,11,0,0,0.227272727,15679
2022,Tyler O'Neill,STL,47,198,176,42,31,6,1,4,23,28,16,0,58,1,5,0,7,6,3,0.238636363,15711
2022,Yonathan Daza,COL,65,253,230,68,58,9,1,0,34,19,17,0,31,3,3,0,8,0,3,0.295652173,15794
2022,Aledmys Diaz,HOU,55,195,180,42,30,6,0,6,20,21,14,0,38,1,0,0,5,1,1,0.233333333,15937
2022,Austin Nola,SDP,62,239,210,51,41,8,0,2,24,25,18,1,37,5,6,0,2,2,1,0.242857142,15941
2022,Willy Adames,MIL,71,306,277,61,28,14,0,19,48,51,28,0,85,1,0,0,8,3,1,0.220216606,15986
2022,Cody Bellinger,LAD,84,333,305,64,37,14,2,11,43,31,24,0,98,2,2,0,6,11,1,0.209836065,15998
2022,J.D. Davis,NYM,61,197,171,40,28,8,1,3,25,19,20,0,61,4,2,0,9,1,1,0.233918128,16219
2022,Trea Turner,LAD,90,398,363,111,73,22,2,14,54,68,27,1,77,2,4,0,7,17,2,0.305785123,16252
2022,Nick Gordon,MIN,68,212,198,52,36,9,3,4,23,13,8,0,54,4,0,2,3,3,3,0.262626262,16337
2022,Francisco Mejia,TBR,54,173,170,41,24,11,0,6,21,21,2,0,45,0,1,0,4,0,0,0.24117647,16403
2022,Thairo Estrada,SFG,79,303,278,72,47,15,1,9,46,36,16,0,46,6,3,0,8,13,2,0.258992805,16426
2022,Luis Guillorme,NYM,63,224,198,58,47,9,0,2,25,10,24,1,30,0,0,2,10,1,0,0.292929292,16451
2022,Rhys Hoskins,PHI,91,386,336,82,43,18,2,19,49,44,45,0,98,3,2,0,6,0,0,0.244047619,16472
2022,Kyle Schwarber,PHI,90,391,336,70,29,12,0,29,62,58,52,3,120,2,1,0,8,4,1,0.208333333,16478
2022,Matt Chapman,TOR,86,340,304,69,38,16,0,15,45,45,29,0,87,4,3,0,5,0,0,0.226973684,16505
2022,Isiah Kiner-Falefa,NYY,81,306,280,76,61,15,0,0,41,27,17,2,41,4,4,1,11,13,3,0.271428571,16512
2022,Ozzie Albies,ATL,62,263,242,59,36,15,0,8,34,33,15,0,46,2,4,0,0,3,5,0.243801652,16556
2022,Connor Joe,COL,85,381,325,85,60,16,4,5,49,23,49,0,77,6,1,0,6,6,2,0.261538461,16572
2022,Yandy Diaz,TBR,82,337,282,83,62,18,0,3,40,26,49,0,35,5,1,0,5,1,3,0.294326241,16578
2022,Luis Urias,MIL,63,264,229,51,34,7,0,10,31,30,28,0,62,4,3,0,4,1,1,0.222707423,16622
2022,Jose Trevino,NYY,55,184,171,43,30,5,1,7,23,27,11,0,27,1,1,0,3,2,0,0.251461988,16725
2022,Jonah Heim,TEX,67,249,229,60,37,11,0,12,34,33,18,0,50,0,2,0,5,2,0,0.262008733,16930
2022,Lane Thomas,WSN,76,287,263,58,36,12,1,9,31,33,20,0,68,1,3,0,4,1,0,0.220532319,16939
2022,Gleyber Torres,NYY,81,315,287,77,44,18,1,14,44,41,23,1,60,2,2,1,7,5,2,0.268292682,16997
2022,Alex Verdugo,BOS,86,363,336,88,63,19,0,6,36,48,22,2,38,1,4,0,8,1,1,0.261904761,17027
2022,Ramon Laureano,OAK,61,253,225,53,31,13,0,9,33,21,21,0,59,7,0,0,6,9,4,0.235555555,17128
2022,Yoan Moncada,CHW,47,190,178,38,26,7,0,5,19,23,10,1,51,2,0,0,2,0,0,0.213483146,17232
2022,Jorge Mateo,BAL,83,303,278,57,34,12,4,7,32,23,16,0,93,4,1,2,4,22,4,0.205035971,17273
2022,Michael Chavis,PIT,74,264,246,59,37,10,2,10,24,32,13,1,74,2,3,0,2,1,1,0.239837398,17321
2022,Willi Castro,DET,63,219,205,52,38,10,2,2,24,16,8,0,41,3,3,0,4,5,3,0.253658536,17338
2022,Rafael Devers,BOS,86,377,346,112,61,28,1,22,62,55,26,6,68,5,0,0,6,2,1,0.323699421,17350
2022,Taylor Ward,LAA,68,287,248,71,46,11,2,12,43,34,38,0,72,0,1,0,2,2,2,0.286290322,17548
2022,Myles Straw,CLE,87,357,312,66,50,15,1,0,48,14,42,0,53,1,2,0,3,13,1,0.211538461,17620
2022,Alex Bregman,HOU,88,374,311,74,43,20,0,11,46,46,53,1,49,6,4,0,10,0,1,0.237942122,17678
2022,Andrew Benintendi,KCR,86,363,322,102,83,14,2,3,37,37,37,0,51,1,3,0,6,2,2,0.316770186,17901
2022,Brendan Rodgers,COL,81,348,319,83,52,20,2,9,41,47,24,0,61,2,3,0,14,0,0,0.260188087,17907
2022,Ian Happ,CHC,90,368,318,87,53,23,2,9,41,42,42,3,79,5,3,0,8,6,3,0.273584905,17919
2022,Cedric Mullins,BAL,89,400,363,93,62,23,1,7,49,36,27,1,67,6,2,1,3,19,4,0.256198347,17929
2022,Ty France,SEA,79,352,315,97,68,18,0,11,35,49,21,2,52,14,1,0,6,0,0,0.307936507,17982
2022,Tyler Stephenson,CIN,47,183,166,53,38,9,0,6,24,35,12,0,47,3,2,0,4,1,0,0.319277108,17988
2022,Harrison Bader,STL,70,264,246,63,48,7,3,5,35,21,13,0,47,4,1,0,4,15,2,0.25609756,18030
2022,Jake Cronenworth,SDP,92,412,353,85,51,23,2,9,59,49,41,1,83,11,4,0,1,1,0,0.240793201,18036
2022,Seth Brown,OAK,85,305,283,61,32,17,2,10,27,38,19,1,79,2,1,0,4,7,1,0.215547703,18171
2022,Brian Anderson,MIA,51,193,168,44,29,11,1,3,25,12,22,1,56,3,0,0,2,1,0,0.261904761,18289
2022,Dansby Swanson,ATL,94,394,360,106,70,20,1,15,60,53,30,0,103,3,1,0,5,14,3,0.294444444,18314
2022,Kyle Tucker,HOU,85,346,301,76,45,13,0,18,40,62,43,1,56,0,2,0,5,15,2,0.252491694,18345
2022,Austin Riley,ATL,92,400,362,103,53,22,1,27,55,61,29,1,103,7,2,0,6,2,0,0.284530386,18360
2022,Victor Robles,WSN,73,231,202,47,37,7,1,2,26,23,13,0,57,7,1,8,3,10,0,0.232673267,18363
2022,Ryan Mountcastle,BAL,79,332,311,85,50,21,0,14,40,46,17,1,83,1,3,0,10,4,1,0.273311897,18373
2022,Juan Yepez,STL,60,228,209,53,32,10,0,11,24,27,14,0,53,1,4,0,1,0,0,0.253588516,18400
2022,Ronald Acuna Jr.,ATL,59,270,230,61,43,10,0,8,38,22,28,1,67,9,3,0,2,20,6,0.265217391,18401
2022,Trent Grisham,SDP,88,345,294,56,35,10,2,9,36,33,40,0,87,3,2,6,2,4,0,0.19047619,18564
2022,Luis Arraez,MIN,84,348,308,104,82,16,1,5,52,30,37,2,28,2,1,0,3,2,2,0.337662337,18568
2022,Ke'Bryan Hayes,PIT,84,360,323,81,58,16,3,4,40,28,34,0,75,2,1,0,4,10,3,0.250773993,18577
2022,Jared Walsh,LAA,85,332,313,74,47,12,2,13,33,41,16,2,99,3,0,0,5,1,1,0.236421725,18607
2022,Ramon Urias,BAL,60,230,212,54,33,12,0,9,29,31,14,1,51,1,2,1,2,0,0,0.254716981,18795
2022,Josh Naylor,CLE,62,247,223,61,35,13,0,13,28,47,18,1,40,2,4,0,8,1,0,0.2735426,18839
2022,Will Smith,LAD,77,319,276,75,47,13,1,14,37,47,37,1,48,4,2,0,4,0,0,0.27173913,19197
2022,Yuli Gurriel,HOU,82,325,302,72,40,25,0,7,31,26,19,0,43,3,1,0,8,3,0,0.238410596,19198
2022,Lourdes Gurriel Jr.,TOR,84,331,304,93,65,23,0,5,37,36,20,1,57,5,2,0,6,3,2,0.305921052,19238
2022,Pete Alonso,NYM,92,395,344,91,52,15,0,24,50,78,34,7,82,9,8,0,10,2,1,0.264534883,19251
2022,Adolis Garcia,TEX,86,369,342,81,46,16,4,15,49,51,21,1,105,2,4,0,4,13,2,0.236842105,19287
2022,Randy Arozarena,TBR,88,370,339,86,52,20,2,12,42,43,23,2,94,7,1,0,12,19,8,0.253687315,19290
2022,Nick Senzel,CIN,64,243,215,55,46,6,0,3,29,18,16,0,47,3,1,1,4,5,3,0.255813953,19293
2022,Bryan Reynolds,PIT,83,344,303,79,50,11,3,15,40,32,35,2,79,4,2,0,8,3,3,0.260726072,19326
2022,Yadiel Hernandez,WSN,72,253,235,62,41,15,0,6,22,33,15,0,61,1,2,0,9,2,1,0.263829787,19334
2022,Nicky Lopez,KCR,85,303,275,65,53,11,1,0,31,13,18,0,41,3,1,6,4,6,2,0.236363636,19339
2022,Sean Murphy,OAK,83,339,303,73,41,22,1,9,36,36,23,2,75,8,4,0,9,1,0,0.240924092,19352
2022,Austin Hays,BAL,84,354,326,88,53,22,1,12,46,46,20,0,66,7,1,0,7,1,3,0.26993865,19363
