Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2018,Adeiny Hechavarria,TBR,55,222,203,53,43,7,0,3,29,23,12,1,33,0,5,2,4,1,0,0.261083743,10459
2018,Enrique Hernandez,LAD,88,273,239,55,30,8,1,16,37,34,29,2,56,1,3,1,0,1,0,0.230125523,10472
2018,Derek Dietrich,MIA,93,362,326,94,64,18,1,11,51,32,19,1,86,15,2,0,3,1,0,0.288343558,10542
2018,Cesar Hernandez,PHI,95,423,359,97,75,12,2,8,63,31,61,2,87,2,1,0,9,14,2,0.270194986,10556
2018,Corey Dickerson,PIT,86,344,324,99,65,22,5,7,40,37,14,3,44,4,2,0,7,5,3,0.305555555,10762
2018,Jurickson Profar,TEX,85,350,309,75,39,23,4,9,50,46,29,1,46,10,2,0,7,8,0,0.242718446,10815
2018,Jedd Gyorko,STL,70,233,209,52,33,11,1,7,22,29,21,0,52,1,2,0,9,1,0,0.248803827,10816
2018,Andrelton Simmons,LAA,86,357,323,101,73,20,2,6,46,41,28,2,16,3,2,1,8,6,2,0.312693498,10847
2018,Adam Duvall,CIN,95,329,294,60,31,15,0,14,35,60,30,3,86,4,1,0,8,2,2,0.204081632,10950
2018,Evan Gattis,HOU,86,320,289,69,35,15,0,19,38,63,23,1,73,3,5,0,8,1,0,0.238754325,11003
2018,Kole Calhoun,LAA,75,279,257,48,33,5,1,9,31,26,18,0,63,0,4,0,8,4,1,0.186770428,11200
2018,Jonathan Schoop,BAL,75,324,306,70,42,17,1,10,36,25,12,1,64,3,2,1,7,0,1,0.228758169,11265
2018,Aaron Altherr,PHI,87,245,207,36,21,8,1,6,22,33,33,0,79,3,2,0,12,1,2,0.173913043,11270
2018,Whit Merrifield,KCR,91,403,355,109,74,30,0,5,42,30,37,1,67,6,4,1,6,17,5,0.307042253,11281
2018,Jesus Aguilar,MIL,86,316,272,81,41,16,0,24,49,70,33,0,83,4,7,0,7,0,0,0.297794117,11342
2018,Yasmani Grandal,LAD,80,306,263,66,37,15,1,13,41,47,38,1,67,3,2,0,8,1,1,0.25095057,11368
2018,Delino DeShields,TEX,74,311,265,55,42,10,1,2,42,18,33,0,69,3,1,9,1,16,3,0.207547169,11379
2018,Gary Sanchez,NYY,63,265,231,44,16,14,0,14,36,41,31,0,63,2,1,0,5,0,0,0.19047619,11442
2018,Mark Canha,OAK,74,275,245,64,38,14,0,12,39,38,25,3,63,4,1,0,3,0,1,0.261224489,11445
2018,Dixon Machado,DET,65,233,214,44,29,13,1,1,20,21,14,1,41,3,1,1,2,1,1,0.205607476,11472
2018,Odubel Herrera,PHI,91,393,363,100,67,15,2,16,47,52,24,0,82,4,1,1,8,5,2,0.275482093,11476
2018,Christian Yelich,MIL,81,357,318,93,64,16,2,11,60,43,33,1,83,4,2,0,7,12,2,0.29245283,11477
2018,Michael A. Taylor,WSN,90,306,279,67,42,18,2,5,35,25,25,1,87,0,0,2,8,24,5,0.240143369,11489
2018,Manny Machado,BAL,96,413,365,115,69,21,1,24,48,65,45,12,51,0,3,0,14,8,1,0.315068493,11493
2018,Bryce Harper,WSN,94,414,327,70,33,14,0,23,57,54,78,12,102,3,6,0,3,6,2,0.214067278,11579
2018,Yolmer Sanchez,CHW,91,382,352,90,57,19,9,5,33,42,22,0,73,5,3,0,4,9,2,0.255681818,11602
2018,Willson Contreras,CHC,82,341,294,82,51,19,5,7,33,34,34,1,71,9,2,2,8,3,1,0.278911564,11609
2018,Nick Castellanos,DET,94,409,377,115,68,29,3,15,54,56,27,3,90,5,0,0,4,1,0,0.305039787,11737
2018,Christian Villanueva,SDP,84,294,271,63,33,11,0,19,34,43,17,0,85,5,1,0,10,2,0,0.232472324,11738
2018,J.T. Realmuto,MIA,69,303,274,85,50,20,3,12,46,45,17,0,56,8,2,0,6,1,2,0.310218978,11739
2018,Leonys Martin,DET,70,306,276,71,44,15,3,9,44,29,27,0,67,2,1,0,1,7,3,0.257246376,11846
2018,Joc Pederson,LAD,81,265,231,57,24,17,3,13,35,36,28,2,40,3,2,1,3,1,4,0.246753246,11899
2018,Joe Panik,SFG,54,224,200,48,36,7,1,4,25,14,18,2,13,3,2,1,6,1,2,0.24,11936
2018,Travis Shaw,MIL,91,372,319,78,41,19,0,18,45,55,48,4,60,1,3,1,6,1,2,0.244514106,11982
2018,Niko Goodrum,DET,76,276,248,62,31,20,2,9,33,32,24,1,79,2,2,0,1,7,1,0.25,12092
2018,Max Kepler,MIN,92,366,322,73,40,19,3,11,45,36,43,2,57,0,1,0,7,3,2,0.226708074,12144
2018,Nick Ahmed,ARI,88,337,309,71,36,20,3,12,41,38,24,1,69,1,2,1,8,2,3,0.229773462,12147
2018,Eddie Rosario,MIN,91,401,376,117,72,24,2,19,64,60,24,5,72,0,0,1,3,6,2,0.311170212,12155
2018,Ben Gamel,SEA,66,205,185,53,39,10,3,1,24,10,17,1,39,3,0,0,3,5,3,0.286486486,12160
2018,Xander Bogaerts,BOS,79,348,310,88,44,26,2,16,47,64,30,3,62,5,3,0,7,2,1,0.283870967,12161
2018,Maikel Franco,PHI,85,303,279,75,49,12,1,13,31,47,21,6,41,0,3,0,8,0,0,0.268817204,12179
2018,Jorge Alfaro,PHI,70,243,228,58,38,13,1,6,22,21,10,5,93,5,0,0,2,0,0,0.254385964,12180
2018,Scott Schebler,CIN,75,299,266,74,47,15,0,12,42,37,24,1,65,7,2,0,4,3,1,0.278195488,12225
2018,Rougned Odor,TEX,67,262,230,55,36,12,1,6,32,24,20,1,67,8,2,2,2,5,6,0.239130434,12282
2018,Cory Spangenberg,SDP,64,195,185,43,30,5,2,6,22,17,6,0,60,2,0,2,4,5,1,0.232432432,12294
2018,Kevin Pillar,TOR,92,366,344,85,48,27,2,8,42,37,14,0,66,3,5,0,5,11,1,0.247093023,12434
2018,Kolten Wong,STL,80,267,230,49,31,9,2,7,27,21,18,2,43,13,2,4,4,3,3,0.213043478,12532
2018,Marcus Semien,OAK,93,428,390,99,70,20,2,7,51,33,32,0,81,0,5,1,7,10,4,0.253846153,12533
2018,C.J. Cron,TBR,89,376,336,86,49,18,0,19,45,49,23,1,99,14,3,0,8,1,2,0.25595238,12546
2018,John Hicks,DET,68,264,245,68,47,11,1,9,31,32,17,0,75,0,1,1,7,0,1,0.27755102,12547
2018,Eugenio Suarez,CIN,79,348,298,93,55,17,2,19,50,71,40,4,68,6,4,0,12,1,0,0.312080536,12552
2018,Trevor Story,COL,95,405,366,107,55,27,5,20,50,68,31,1,102,5,3,0,6,12,4,0.292349726,12564
2018,Brad Miller,2 Tms,69,239,216,54,33,13,1,7,21,29,21,1,78,0,2,0,4,0,0,0.25,12775
2018,George Springer,HOU,96,431,378,94,61,18,0,15,65,46,44,0,79,5,2,0,10,6,3,0.248677248,12856
2018,James McCann,DET,71,284,263,60,44,10,0,6,20,28,17,0,61,2,2,0,9,0,2,0.228136882,12859
2018,Anthony Rendon,WSN,75,327,291,83,43,25,0,15,44,45,32,3,52,0,4,0,3,0,1,0.285223367,12861
2018,Gregory Polanco,PIT,86,348,293,70,31,21,2,16,49,51,45,3,80,3,5,0,8,4,2,0.238907849,12907
2018,Francisco Lindor,CLE,94,442,388,113,58,30,0,25,85,62,43,3,74,5,3,3,3,13,3,0.291237113,12916
2018,Brandon Nimmo,NYM,84,311,261,66,36,11,6,13,48,30,37,1,90,13,0,0,3,7,4,0.252873563,12927
2018,Javier Baez,CHC,90,365,343,100,50,25,6,19,61,72,14,5,91,5,3,0,4,18,2,0.291545189,12979
2018,Jackie Bradley Jr.,BOS,83,320,281,59,34,18,1,6,40,32,27,2,78,9,3,0,4,11,0,0.209964412,12984
2018,Teoscar Hernandez,TOR,76,328,304,78,37,20,6,15,41,39,20,0,86,3,1,0,9,3,4,0.256578947,13066
2018,Josh Bell,PIT,96,374,326,85,55,21,4,5,48,46,43,0,67,0,5,0,5,0,3,0.260736196,13145
2018,Orlando Arcia,MIL,65,212,203,40,33,5,0,2,13,15,9,0,51,0,0,0,9,3,2,0.197044334,13185
