Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2021,Luis Urias,MIL,149,570,490,122,73,25,1,23,77,75,63,3,116,10,3,1,9,5,1,0.248979591,16622
2021,Jose Trevino,TEX,84,302,285,68,49,14,0,5,23,30,12,1,57,0,3,2,13,1,1,0.238596491,16725
2021,Joshua Fuentes,COL,91,284,271,61,42,11,1,7,30,33,12,1,65,0,1,0,5,0,0,0.22509225,16885
2021,Colin Moran,PIT,99,359,318,82,60,12,0,10,29,50,36,0,87,2,3,0,6,1,0,0.257861635,16909
2021,Jonah Heim,TEX,78,285,265,52,29,13,0,10,22,32,15,0,58,1,3,1,8,3,1,0.196226415,16930
2021,Lane Thomas,2 Tms,74,264,226,53,29,15,2,7,35,28,37,1,63,0,1,0,6,6,3,0.234513274,16939
2021,Gleyber Torres,NYY,127,516,459,119,88,22,0,9,50,51,50,1,104,1,4,2,12,14,6,0.259259259,16997
2021,Edmundo Sosa,STL,108,326,288,78,60,8,4,6,39,27,17,2,63,17,2,1,8,4,4,0.270833333,17022
2021,Magneuris Sierra,MIA,111,225,209,48,41,6,1,0,27,5,15,4,50,0,0,1,1,11,0,0.229665071,17023
2021,Alex Verdugo,BOS,144,603,544,157,110,32,2,13,88,63,51,6,96,4,5,0,11,6,2,0.288602941,17027
2021,Ramon Laureano,OAK,88,378,341,84,47,21,2,14,43,39,27,0,98,9,1,0,4,12,5,0.24633431,17128
2021,Yoan Moncada,CHW,144,616,520,137,89,33,1,14,74,61,84,1,157,10,2,0,6,3,2,0.263461538,17232
2021,Jorge Mateo,2 Tms,83,209,194,48,32,11,1,4,19,14,9,0,55,4,1,1,1,10,3,0.24742268,17273
2021,Bobby Bradley,CLE,74,279,245,51,25,10,0,16,36,41,25,1,99,6,3,0,3,0,0,0.208163265,17278
2021,Willi Castro,DET,123,450,413,91,61,15,6,9,56,38,23,1,109,8,3,3,5,9,4,0.220338983,17338
2021,Rafael Devers,BOS,156,664,591,165,89,37,1,38,101,113,62,7,143,7,4,0,13,5,5,0.279187817,17350
2021,Yermin Mercedes,CHW,68,262,240,65,48,9,1,7,26,37,20,1,46,1,1,0,7,0,1,0.270833333,17423
2021,Kelvin Gutierrez,2 Tms,82,295,272,63,49,8,3,3,23,20,19,0,76,4,0,0,4,0,1,0.231617647,17468
2021,Eloy Jimenez,CHW,55,231,213,53,33,10,0,10,23,37,16,0,57,1,1,0,8,0,0,0.248826291,17484
2021,Taylor Ward,LAA,62,237,208,52,29,15,0,8,33,33,20,0,55,6,1,2,4,1,1,0.25,17548
2021,Myles Straw,2 Tms,155,638,564,153,119,29,1,4,86,48,67,0,121,2,4,1,13,30,6,0.271276595,17620
2021,Alex Bregman,HOU,91,400,348,94,65,17,0,12,54,55,44,4,53,4,4,0,13,1,0,0.270114942,17678
2021,Kevin Newman,PIT,148,554,517,117,87,22,3,5,50,39,27,3,41,1,3,6,7,6,1,0.226305609,17696
2021,Matt Beaty,LAD,114,234,204,55,43,4,1,7,35,40,20,0,44,10,0,0,3,2,2,0.269607843,17710
2021,Steven Duggar,SFG,104,297,268,69,42,14,5,8,45,35,27,3,88,2,0,0,4,7,0,0.257462686,17719
2021,DJ Stewart,BAL,98,318,270,55,33,10,0,12,39,33,44,1,89,4,0,0,3,0,0,0.203703703,17766
2021,Willie Calhoun,TEX,74,284,260,65,46,10,3,6,26,25,21,0,34,2,1,0,6,0,2,0.25,17838
2021,Andrew Benintendi,KCR,134,538,493,136,90,27,2,17,63,73,36,0,97,2,6,1,2,8,9,0.275862068,17901
2021,Brendan Rodgers,COL,102,415,387,110,71,21,3,15,49,51,19,0,84,7,2,0,8,0,0,0.284237726,17907
2021,Ian Happ,CHC,147,535,465,105,59,20,1,25,63,66,62,0,156,5,1,2,12,9,2,0.225806451,17919
2021,Isan Diaz,MIA,89,278,239,46,33,9,0,4,25,17,34,6,73,1,3,1,2,1,1,0.192468619,17922
2021,Cedric Mullins,BAL,157,675,602,175,103,37,5,30,91,59,59,3,125,8,4,1,2,30,8,0.290697674,17929
2021,Andrew Stevenson,WSN,101,213,192,44,33,6,0,5,22,23,13,2,61,5,1,2,3,1,1,0.229166666,17932
2021,Sam Hilliard,COL,79,238,214,46,23,7,2,14,32,34,23,3,87,1,0,0,0,5,0,0.214953271,17954
2021,Ty France,SEA,152,650,571,166,115,32,1,18,85,73,46,1,106,27,6,0,13,0,0,0.290718038,17982
2021,Tyler Stephenson,CIN,130,402,350,100,69,21,0,10,56,45,41,1,75,6,5,0,11,0,0,0.285714285,17988
2021,David Fletcher,LAA,157,665,626,164,132,27,3,2,74,47,31,1,60,1,1,6,10,15,3,0.26198083,17992
2021,Paul DeJong,STL,113,402,356,70,40,10,1,19,44,45,35,0,103,9,2,0,6,4,1,0.196629213,18015
2021,Harrison Bader,STL,102,401,367,98,60,21,1,16,45,50,27,6,85,5,2,0,4,9,4,0.267029972,18030
2021,Jake Cronenworth,SDP,152,643,567,151,90,33,7,21,94,71,55,6,90,10,3,3,8,4,3,0.266313932,18036
2021,Dylan Moore,SEA,121,377,332,60,35,11,2,12,42,43,40,0,111,4,1,0,6,21,5,0.180722891,18042
2021,LaMonte Wade Jr.,SFG,108,381,336,85,47,17,3,18,52,56,33,1,89,5,3,4,3,6,1,0.25297619,18126
2021,Seth Brown,OAK,106,307,281,60,26,13,1,20,43,48,23,2,89,1,2,0,1,4,1,0.213523131,18171
2021,Brian Anderson,MIA,66,264,233,58,42,9,0,7,24,28,26,2,65,5,0,0,4,5,0,0.248927038,18289
2021,Dansby Swanson,ATL,160,653,588,146,84,33,2,27,78,88,52,4,167,5,7,1,7,9,3,0.248299319,18314
2021,Kyle Tucker,HOU,137,567,506,149,79,37,3,30,83,92,53,5,90,1,5,0,10,14,2,0.294466403,18345
2021,Austin Riley,ATL,160,662,590,179,112,33,1,33,91,107,52,2,168,12,8,0,11,0,1,0.30338983,18360
2021,Victor Robles,WSN,105,369,315,64,40,21,1,2,37,19,33,3,85,16,1,4,7,8,6,0.203174603,18363
2021,Ryan Mountcastle,BAL,144,586,534,136,79,23,1,33,77,89,41,2,161,4,7,0,12,4,3,0.254681647,18373
2021,Ronald Acuna Jr.,ATL,82,360,297,84,40,19,1,24,72,52,49,2,85,9,5,0,0,17,6,0.282828282,18401
2021,Trent Grisham,SDP,131,527,462,112,66,28,3,15,61,62,54,2,119,6,4,1,10,13,5,0.242424242,18564
2021,Luis Arraez,MIN,121,479,428,126,101,17,6,2,58,42,43,2,48,2,6,0,9,2,2,0.294392523,18568
2021,Ke'Bryan Hayes,PIT,95,396,362,93,65,20,2,6,49,38,31,0,87,1,2,0,11,9,1,0.256906077,18577
2021,Jared Walsh,LAA,141,585,530,147,83,34,1,29,70,98,48,6,152,4,3,0,7,2,1,0.27735849,18607
2021,Guillermo Heredia,ATL,105,347,305,67,36,26,0,5,46,26,32,3,81,9,1,0,5,0,0,0.219672131,18721
2021,Ramon Urias,BAL,83,296,262,73,52,14,0,7,33,38,28,0,76,6,0,0,3,1,2,0.278625954,18795
2021,Andy Ibanez,TEX,76,272,253,70,46,15,2,7,31,25,15,0,35,2,1,1,6,0,0,0.276679841,18819
2021,Josh Naylor,CLE,68,250,233,59,39,13,0,7,28,21,14,1,45,2,0,0,7,1,0,0.253218884,18839
2021,Brandon Lowe,TBR,149,615,535,132,62,31,0,39,97,99,68,4,167,9,3,0,2,7,1,0.246728971,18882
2021,Danny Mendick,CHW,63,186,164,36,29,5,0,2,14,20,18,0,42,2,1,1,1,0,1,0.219512195,18889
2021,Leody Taveras,TEX,48,185,174,28,17,6,2,3,14,9,9,0,60,1,0,1,3,10,1,0.16091954,18900
2021,Zack Collins,CHW,76,231,195,41,24,13,0,4,25,26,34,1,69,1,0,1,4,1,1,0.21025641,19181
2021,Will Smith,LAD,129,501,414,107,61,19,2,25,71,76,58,4,101,18,11,0,11,3,0,0.258454106,19197
2021,Yuli Gurriel,HOU,141,605,530,169,123,31,0,15,83,81,59,2,68,4,12,0,16,1,1,0.318867924,19198
2021,Lourdes Gurriel Jr.,TOR,141,541,500,138,87,28,2,21,62,84,32,1,102,2,6,1,8,1,3,0.276,19238
2021,Pete Alonso,NYM,152,637,561,147,80,27,3,37,81,94,60,6,127,12,4,0,20,3,0,0.262032085,19251
2021,Cavan Biggio,TOR,76,294,250,56,38,10,1,7,27,27,37,2,78,1,4,1,4,3,1,0.224,19252
2021,Jake Fraley,SEA,77,265,214,45,29,7,0,9,27,36,46,1,71,2,2,1,3,10,2,0.210280373,19260
2021,Garrett Hampson,COL,140,494,453,106,68,21,6,11,69,33,33,2,118,3,2,3,6,17,7,0.233995584,19262
2021,Adolis Garcia,TEX,149,622,581,141,82,26,2,31,77,90,32,0,194,5,4,0,15,16,5,0.242685025,19287
2021,Randy Arozarena,TBR,141,604,529,145,90,32,3,20,94,69,56,4,170,14,5,0,9,20,10,0.274102079,19290
2021,Nick Solak,TEX,127,511,458,111,80,18,2,11,57,49,34,0,107,15,2,2,11,7,5,0.242358078,19294
2021,Bryan Reynolds,PIT,159,646,559,169,102,35,8,24,93,90,75,9,119,8,4,0,10,5,2,0.302325581,19326
2021,Jose Rojas,LAA,58,184,168,35,15,14,0,6,26,15,15,0,50,1,0,0,2,2,1,0.208333333,19331
2021,Yadiel Hernandez,WSN,112,289,264,72,54,8,1,9,33,32,22,1,59,1,2,0,11,3,0,0.272727272,19334
2021,Nicky Lopez,KCR,147,565,497,149,120,21,6,2,78,43,49,0,74,4,3,12,9,22,1,0.299798792,19339
2021,Eli White,TEX,60,220,198,35,22,6,1,6,26,15,18,0,66,4,0,0,2,4,3,0.176767676,19346
2021,DJ Peters,2 Tms,68,240,223,44,21,9,1,13,29,38,12,4,82,2,3,0,4,2,0,0.197309417,19348
2021,Sean Murphy,OAK,117,448,393,85,45,23,0,17,47,59,40,0,114,12,3,0,7,0,0,0.216284987,19352
2021,Austin Hays,BAL,130,529,488,125,73,26,4,22,73,71,28,0,107,9,1,3,9,4,3,0.25614754,19363
2021,Tommy Edman,STL,159,691,641,168,113,41,3,11,91,56,38,1,95,6,4,2,4,30,5,0.262090483,19470
2021,Andrew Knizner,STL,60,185,161,28,20,7,0,1,18,9,20,2,39,4,0,0,7,0,0,0.173913043,19514
2021,Yordan Alvarez,HOU,144,598,537,149,80,35,1,33,92,104,50,3,145,8,3,0,16,1,0,0.277467411,19556
2021,Nathaniel Lowe,TEX,157,642,557,147,102,24,3,18,75,72,80,2,162,2,3,0,13,8,0,0.263913824,19566
2021,Chas McCormick,HOU,95,320,284,73,47,12,0,14,47,50,25,0,104,4,7,0,5,4,2,0.257042253,19599
2021,Bryan De La Cruz,MIA,56,219,199,59,45,7,2,5,17,19,18,1,53,1,1,0,8,1,1,0.296482412,19600
2021,Vladimir Guerrero Jr.,TOR,161,698,604,188,110,29,1,48,123,111,86,7,110,6,2,0,20,4,1,0.311258278,19611
2021,Bo Bichette,TOR,159,690,640,191,131,30,1,29,121,102,40,0,137,6,4,0,10,25,1,0.2984375,19612
2021,Brent Rooker,MIN,58,213,189,38,19,10,0,9,25,16,15,0,70,9,0,0,1,0,0,0.201058201,19627
2021,Fernando Tatis Jr.,SDP,130,546,478,135,62,31,0,42,99,97,62,6,153,2,4,0,5,25,4,0.282426778,19709
2021,Josh Rojas,ARI,138,550,484,128,82,32,3,11,69,44,58,1,137,0,3,1,7,9,4,0.264462809,19734
2021,Shohei Ohtani,LAA,155,639,537,138,58,26,8,46,103,100,96,20,189,4,2,0,7,26,10,0.25698324,19755
2021,Abraham Toro,2 Tms,95,375,335,80,57,12,0,11,45,46,31,0,54,7,2,0,5,6,3,0.23880597,19844
2021,Luis Rengifo,LAA,53,190,174,35,28,1,0,6,22,18,9,0,38,2,2,3,3,1,0,0.201149425,19858
2021,Pavin Smith,ARI,145,545,498,133,91,27,4,11,68,49,42,1,106,4,1,0,11,1,0,0.267068273,19892
2021,Gavin Sheets,CHW,54,179,160,40,21,8,0,11,23,34,16,0,40,2,1,0,4,0,0,0.25,19901
2021,Jesus Sanchez,MIA,64,251,227,57,33,8,2,14,27,36,20,3,78,3,1,0,2,0,1,0.251101321,19913
2021,Daulton Varsho,ARI,93,315,284,70,40,17,2,11,41,38,30,3,67,0,0,1,4,6,0,0.246478873,19918
2021,Ryan McKenna,BAL,72,197,169,31,22,6,1,2,20,14,24,0,74,2,0,2,1,1,0,0.183431952,19928
2021,Andres Gimenez,CLE,66,210,188,41,26,10,0,5,23,16,11,0,54,7,3,1,1,11,0,0.218085106,19950
2021,Gavin Lux,LAD,99,381,335,81,58,12,4,7,49,46,41,3,83,3,2,0,3,4,1,0.241791044,19955
2021,Carter Kieboom,WSN,62,249,217,45,33,6,0,6,26,20,25,2,62,5,2,0,9,0,0,0.207373271,19958
2021,Bobby Dalbec,BOS,129,453,417,100,49,21,5,25,50,78,28,1,156,7,1,0,3,2,0,0.239808153,19966
2021,Santiago Espinal,TOR,83,246,222,69,53,13,1,2,32,17,22,0,30,1,0,1,4,6,1,0.31081081,19997
2021,Keston Hiura,MIL,60,197,173,29,15,9,1,4,16,19,14,0,77,7,1,2,6,3,0,0.167630057,20003
2021,Luis Robert Jr.,CHW,68,296,275,93,57,22,1,13,42,43,14,1,61,5,2,0,4,6,1,0.338181818,20043
2021,Juan Soto,WSN,151,654,502,157,106,20,2,29,111,95,145,23,93,2,5,0,23,9,7,0.312749003,20123
2021,Dylan Carlson,STL,149,619,542,144,91,31,4,18,79,65,57,2,152,11,8,1,5,2,1,0.265682656,20126
2021,Brandon Marsh,LAA,67,260,236,60,43,12,3,2,27,19,20,0,91,2,1,1,3,6,1,0.254237288,20202
2021,Alex Kirilloff,MIN,59,231,215,54,34,11,1,8,23,34,14,2,52,1,1,0,3,1,1,0.25116279,20325
2021,Luis Garcia Jr.,WSN,70,247,236,57,31,18,2,6,29,22,11,1,43,0,0,0,8,0,2,0.241525423,20391
2021,Jazz Chisholm Jr.,MIA,124,507,464,115,73,20,4,18,70,53,34,0,145,4,3,2,3,23,8,0.247844827,20454
2021,William Contreras,ATL,51,185,163,35,22,4,1,8,19,23,19,1,54,2,1,0,3,0,0,0.214723926,20503
2021,Nick Madrigal,CHW,54,215,200,61,45,10,4,2,30,21,11,0,17,3,1,0,3,1,2,0.305,20521
2021,Trevor Larnach,MIN,79,301,260,58,39,12,0,7,29,28,31,0,104,8,2,0,3,1,0,0.223076923,21501
2021,Jonathan India,CIN,150,631,532,143,86,34,2,21,98,69,71,1,141,23,4,1,13,12,3,0.268796992,21523
2021,Alec Bohm,PHI,115,417,380,94,72,15,0,7,46,47,31,0,111,2,4,0,12,4,0,0.247368421,21618
2021,Akil Baddoo,DET,119,461,413,107,67,20,7,13,60,55,45,1,122,0,3,0,5,18,4,0.259079903,22168
2021,Jarred Kelenic,SEA,92,377,337,61,33,13,1,14,41,43,36,0,106,3,1,0,5,6,4,0.181008902,22558
2021,Alejandro Kirk,TOR,58,189,165,40,24,8,0,8,19,24,19,0,22,3,2,0,7,0,0,0.242424242,22581
2021,Wander Franco,TBR,70,308,281,81,51,18,5,7,53,39,24,0,37,2,1,0,2,2,1,0.288256227,23667
2021,Ryan Jeffers,MIN,83,293,267,53,28,10,1,14,28,35,22,0,108,4,0,0,6,0,1,0.198501872,24618
2021,Owen Miller,CLE,58,202,191,39,27,8,0,4,17,18,9,0,54,1,1,0,7,2,0,0.204188481,24655
2021,Andrew Vaughn,CHW,127,469,417,98,61,22,0,15,56,48,41,0,101,6,5,0,14,1,1,0.23501199,26197
2021,Yoshi Tsutsugo,3 Tms,80,262,230,50,29,12,1,8,27,32,29,0,72,1,1,1,3,0,1,0.217391304,27459
2021,Shogo Akiyama,CIN,80,183,162,33,25,8,0,0,16,12,14,1,40,4,1,1,1,2,3,0.203703703,27461
2021,Ha-Seong Kim,SDP,116,298,267,54,32,12,2,8,27,34,22,1,71,4,3,2,6,6,1,0.202247191,27506
